khar1287,a ao ã b bʱ b̚ˀ b̤ c cç cçʰ cʰ d d̚ˀ d̠ʒ d̠ʒ̤ d̤ d̪ d̪ʱ d̪̤ e ei eː f h i iː ĩ j k kʰ l lˠ l̩ l̪ m m̩ n n̩ n̪ o oi ou oː õ o̞ õ̞ p pʰ r s s̪ t ts tsʰ tʰ t̠ʃ t̠ʃʰ t̪ t̪ʰ u ui uː ũ ũː w æ æ̞̃ ŋ ŋ̟ ŋ̩ ɑ ɑe ɑɔ ɔ ɔɛ ɔʊ ɔ̯ ɖ ɖʱ ɖ̚ˀ ɖ̤ ɗ ɗʱ ə əɛ ɛ ɛ̃ ɛ̯ ɟ ɟʝ ɟʱ ɟ̚ˀ ɡ ɡʱ ɡ̤ ɦ ɪ ɪ̃ ɭ ɲ ɲ̩ ɳ ɸ ɽ ɽʱ ɽ̃ ɽ̤ ɾ ɾ̪ ʈ ʈʰ ʊ ʊɨ ʊ̃ ʌ ʔ ˀb ˀɗ ˀɟ
khas1269,a aː b b̤ c̚ ç d d̠ʒ d̤ d̪ e eː h i ia ie̞ iː j k kʰ k̚ l m m̩ n n̩ n̪ o oː p pʰ p̚ r r̩ r̪ s s̪ t tʰ t̚ t̪ t̪ʰ u uo uː w ŋ ŋ̩ ɔ ɔː ə ɛ ɛː ɟʝ ɟ̤ʝ ɡ ɡʱ ɨ ɪ ɪ̥̯ ɪ̯ ɭ ɭ̩ ɲ ɸ ɾ ʃ ʊ ʊ̯ ʔ
seda1262,a a̰ b̰ d̪̰ d̰ e ḛ h i ḭ j j̃ j̥ j̰ j̰̃ k kʰ kʷ l l̥ l̪ l̪̥ l̪̰ l̰ m mb m̥ m̰ n nd n̠d̠ʒ n̥ n̪ n̪d̪ n̪̥ n̪̰ n̰ o o̰ p pʰ r r̥ r̪ r̪̥ r̪̰ r̰ s s̪ t tʰ t̠ʃ t̪ t̪ʰ u ṵ w w̃ w̰ w̰̃ æ ŋ ŋɡ ŋ̥ ŋ̰ ɔ ɔ̰ ə ɛ ɛ̰ ɪ ɲ ɲ̥ ɲ̰ ʃ ʍ ʔ ˀb ˀd ˀl ˀm ˀn ˀr ˀw ˀŋ ˀɲ
cent1989,a ao aə aɛ aː a̟ a̟ː a̟̙ː c cʰ c̚ e ea ei̙ eː e̘ː e̞ə f h i ie iː j k kʰ k̚ l lˠ l̪ˠ m n n̪ o oa ou ou̙ oə oː o̘ː p pʰ p̚ r r̠ s s̪ t tʰ t̚ t̠ʃ t̠ʃʰ t̪ t̪ʰ u uə uː w ŋ ɑ ɑː ɒ ɒː ɓ ɔ ɔː ɔ̘ː ɗ ɗ̪ ə əɨ əɨ̙ əː ə̘ː ɛ ɛː ɛ̘ː ɤ ɨ ɨə ɨː ɪ ɪ̈ ɯ ɯə ɯː ɲ ɹ ɽ ʊ ʋ ʔ ʝ
viet1252,a aː a̟ː b c c̚ e ei f h i iə iʌ j k kp kp̚ kx k̚ k̚ʷ k̟ l l̪ m n n̪ o o̞ o̞u p p̚ s t tɕ tʰ t̚ t̪ t̪ʰ t̻ t̻ʰ u uə uʌ v w x z ŋ ŋm ŋʷ ŋ̟ ɐ ɓ ɔ ɔʌ̯ ɔː ɗ ɘ ɘ̯ ɛ ɛʌ̯ ɛː ɜ ɜ̯ ɡ ɣ ɤ ɤɰ ɤː ɪ ɪi ɪ̈ ɯ ɯə ɯʌ ɯ̞ ɯ̞ɰ ɯ̽ ɲ ɵ̞̯ ʊ ʊu ʊ̯ ʌ ʌ̯ ʔ ˥˩˩˥ ˦ ˦˥ ˦˥̰ ˦˨ ˦˩˨ ˧ ˧˥ ˧˩ ˨ ˨˩ ˨˩˥ ˨˩̤ ˩ ˩˧ ˩̰
mand1415,a ai au a˞ a̟ a̟˞ b cç cçʰ ç d dz e ei e̞ e̞˞ f f̩ h i ia iau ie iou iu i̥ j k kʰ l l̪ m m̩ n o ou oɤ oɤ˞ p pʰ s s̞̩ s̪ t ts tsʰ tɕ tɕʰ tʰ t̠ʃ t̠ʃ̺ t̠ʃ̺ʰ t̪ t̪s̪ t̪s̪ʰ t̪ʰ u ua uai uei uo uɘ uə u˞ u̥ v̩ w w˞ x y ye y̥ z̞̩ z̩ æ ŋ ɐ ɐ˞ ɐ̃˞ ɑ ɑ̃˞ ɕ ɖʐ ə ə˞ ə̃˞ ɜ ɜ˞ ɟʝ ɡ ɤ ɤ˞ ɤ̟ ɥ ɪ ɰ ɱ ɹ ɹ̺ ɻ̥̩ ɻ̩ ʁ̞ ʂ ʃ̺ ʈʂ ʈʂʰ ʊ ʋ ʐ ʔ ʝ ʝʷ ˥ ˥˦ ˦ ˦˨ ˧ ˧˥ ˧˦ ˧˨ ˧˨˥ ˧˨˧ ˨ ˩ χ
wuch1236,a ă b b̤̥ c cʰ c̤ ç d dz d̤̥ f h i ĩ j k kɦ kʰ l l̪ m m̩ n n̪ o̞ õ̞ p pɦ pʰ s s̪ t ts tsɦ tsʰ tz̤̥ tɦ tʰ t̪ t̪s̪ t̪s̪ɦ t̪s̪ʰ t̪ɦ t̪ʰ u v w y z z̞̩ z̞̩ʷ z̪ æ æ̃ ŋ ŋ̩ ɑ ɔ̆ ə ə̟ ə̟̆ ɟ ɡ ɡ̤̥ ɤ̞ ɦ ɰ ɲ ɻ ʔ ˥ ˥˦ ˥˧˥ ˥̆ ˦ ˧ ˨˥̆ ˨˧ ˩ ˩˨ χ
hakk1236,a ai au ä äi äu̽ c cʰ c̟ c̠ʰ ç ç̻̠ e eu e̞ e̞u f fʲ fʷ h hʷ i ia iau iäu̽ ie iu iɔ iɔ̽ i̞ä i̞e̞ j k kʰ kʷ kʷʰ k̚ k̟ k̟ʰ k̟ʲ k̟ʲʰ k̟̚ l lʷ l̪ m mb mbʲ mbʷ m̩ n nd ndʲ n̩ n̪d̪ p pʰ pʲ pʲʰ pʷ pʷʰ p̚ s sʷ s̪ s̻ t ts tsʰ tsʲ tsʲʰ tsʷ tsʷʰ tʰ tʲ tʲʰ tʷ tʷʰ t̚ t̪ t̪s̪ t̪s̪ʰ t̪ʰ t̪̻s̪̻ t̪̻s̪̻ʰ u ui u̽i v vʷ w z̞̩ æ ŋ ŋɡ ŋɡʷ ŋɡ̟ ŋ̩ ɔ ɔi ɔ̽ ɔ̽i ə ɛ ɲ ɲɟ ɲ̠ ɹ̩ ʃ ʋ ʔ ʔʷ ˥ ˥˩ ˦ ˦˥̆ ˧ ˧˥ ˧˩ ˧˩̆ ˨ ˨˩ ˩ ˩˨
yuec1235,a ai au aːĭ aːŭ a̞ b̥ d̥ d̥z̥ e ei e̯ f h i iu iːŭ j k kʰ kʷ kʷʰ k̚ l l̥ l̪ l̪̥ m m̩ n n̪ o ou p pʰ p̚ r s s̟ s̪ t ts tsʰ tʰ t̚ t̟s̟ t̟s̟ʰ t̠ʃ t̠ʃʰ t̠ʃʲ t̠ʃʲʰ t̪ t̪s̪ t̪s̪ʰ t̪ʰ u ui uːĭ w y æ æə̯ ŋ ŋɡ ŋʷ ŋ̩ œ œ̞ ɐ ɐi ɐu ɒ ɔ ɔi ɔːĭ ɔ̽ ɛ ɛu ɡ̥ ɪ ɪə̯ ɪ̞ ɪ̯ ɵ ɵy ʃ ʃʲ ʊ ʊə̯ ʊ̟ ʔ ʔʷ ˥ ˥˦ ˦ ˦˥˩ ˧ ˧˥ ˧˩ ˧˩̰ ˧˩̰ʔ ˨ ˩ ˩˧ β
iumi1238,a aː a̟ b c cʰ d dz d̪ d̪z̪ e e̞ e̯ f h i j j̥ k kʰ k̟ k̟ʰ l l̥ l̪ l̪̥ m mb mˀ m̥ m̩ n nd ndz nˀ n̥ n̩ n̪ n̪̥ o o̯ p pʰ s s̪ t ts tsʰ tʰ t̪ t̪s̪ t̪s̪ʰ t̪ʰ u w æ ŋ ŋɡ ŋɡ̟ ŋˀ ŋ̟ ŋ̟̥ ŋ̥ ɐ ɔ ə ɛ ɜ ɟ ɡ ɡ̟ ɪ ɲ ɲɟ ɲ̥ ʊ ʌ ʍ ʔ ˀl ˀm ˀn ˀŋ ˀŋ̟ ˀɲ ˥ ˥˦ ˦ ˧˨ˤ ˧˩ ˨˧ ˩̰
nyis1236,b d dʲ d̪ i i̥ j k l̪ l̪ʲ m n nʲ n̪ p r s s̪ t tʲ t̪ u u̥ x ŋ ɑ ɔ ɛ ɡ ɦ ɯ ʌ ʔ ˥˦ ˩˨
nucl1310,a aɪ aɪ̃ aʊ aʊ̃ ã b ç d d̠ʒ d̪ d̪ð d̪ð̪ e ei eĩ eɪ eɪ̃ ẽ̞ĩ h i ĩ j j̃ k kʰ l l̥ l̪ l̪̥ m m̥ m̥m n n̥ n̥n n̪ n̪̥ o ou oũ oʊ oʊ̃ õ̞ũ p pʰ s sʰ s̪ s̪ʰ t tʰ t̠ʃ t̠ʃʰ t̪ t̪ʰ t̪θ t̪θ̪ u ũ w w̃ z z̪ z͇ æ æ̃ ð ŋ ŋ̥ ŋ̥ŋ ɑ ɔ ə ɛ ɡ ɪ ɪ̃ ɬ ɬl ɲ ɲ̥ ɲ̥ɲ̥ ɹ ɾ ʃ ʊ ʊ̃ ʊ̈ ʍ ʍw ʔ ˥ ˥̰ ˦ ˦ˀ ˦̰ ˨ ˩ θ
lahu1253,a ai̯ au̯ ã b bv d dz d̠ʒ d̪ e e̞ e̯ f h i ii̯ j k kʰ l l̪ m mv m̩v n nʲ n̪ o o̯ p pf pfʰ pʰ q qʰ qχ s t ts tsʰ tʰ t̠ʃ t̠ʃʰ t̪ t̪ʰ u ue u̯a u̯e u̯i u̯ɛ v vʷ w x z z̞̩ ŋ ɔ ɔu̯ ɔ̃ ɔ̯ ɘ ə əi̯ əu̯ ɛ ɡ ɣ ɨ ɨi̯ ɨɛ ɪ ɪ̈ ɯ ɯ̃ ʃ ʊ ʔ ʝ ˥˦ ˧ ˧˦ ˧˨ ˩ ˩˨˧
garo1247,a b d dz d̪ e e̞ h i ĭ ĭ̥ k kʰ k̚ l m mˀ n nˀ n̪ o p pʰ p̚ s s̻ ts tʰ t̚ t̪ u w z ŋ ŋˀ ɘ ɡ ɤ̞ ɾ ɾˀ ʁ ʉ ʔ
sgaw1245,a c cʰ e e̞ e̠ h i j k kʰ l m n n̪ o p pʰ r s sʰ s̪ s̪ʰ t tʰ t̪ t̪ʰ u w x xʷ xˠ z z̪ z͇ æ ŋ ɓ ɔ ɗ ɗ̪ ə ə̆ ɛ ɜ ɣ ɦ ɨ̞ ɪ ɪ̈ ɲ ɹ ʃ ʊ ʒ ʔ ˦˥ ˦˩̰ ˧˨̤ ˧˩ ˧̆ ˩̤̆ θ
lakk1238,a aː ã ãː ă ẵ b̰ e ĕ f h i ie iẽ ie̞ iː ĩ ĩẽ̞ ĩː ĭ j j̥ k kʰ kʲ kʲʰ kʷ kʷʰ l l̥ l̪ l̪̥ m m̥ n n̥ n̪ n̪̥ õ ŏ̃ p pʰ t ts tsʰ tʰ t̪ t̪s̪ t̪s̪ʰ t̪ʰ u uo uː ũ ũː ŭ ŭ̃ w ŋ ŋʲ ŋʷ ŋ̥ʲ ɔ ɔː ɔ̃ ɔ̃ː ɛ ɛː ɛ̃ ɛ̃ː ɛ̆ ɛ̆̃ ɥ ɬ ʍ ʔ ˀb ˥ ˥˦ ˧˨˥ ˨˧ ˨˧˩ ˩ β̞ θ
thai1261,a aː b cç cçʰ d d̪ e ei eː e̞ː f fˠ h i ia iː j j̥ k kx kʰ k̚ l l̃ l̥ l̪ m mb m̥ n nd n̥ n̪ o oː o̞ p pʰ p̚ r s s̪ t tɕ tɕʰ tʰ tˠ t̚ t̪ t̪s̪ t̪s̪ʰ t̪ʰ u ua uː v w z æ æː ŋ ŋ̥ ɓ ɔ ɔː ɗ ɘ ɘː ɛ ɛː ɜ ɟʝ ɤ ɤː ɨ ɨː ɪ ɯ ɯa ɯː ɻ ɾ ɾ̃ ɾ̥ ʃ ʊ ʌ ʍ ʔ ʔ̚ ˥ ˥˩ ˥̰ ˦ ˧ ˧˥ ˧˩ ˨ ˨˧ ˩ ˩˧ β ∅
bouy1240,R R̪ a aː b c cʰ d d̪ f h i ia j k kʰ l l̪ m n n̪ p pʰ r s s̪ t tʰ t̪ t̪ʰ u ua v w ŋ ɔ ə ə̯ ɛ ɡ ɣ ɯ ɯa ɰ ɲ ʔ ˥ ˥˩ ˦ ˧ ˩ ˩˥ θ
west2650,a aː b b̰ c cç cʰ d d̰ e e̞ f h hʲ i iə j k kʰ k̚ k͉ l m mb n nd o ou p pʰ p̚ p͉ r t tʰ t̚ t͉ u uə w x æ ŋ ŋm ŋɡ ɐ ɔ ə ə̃ ə̯ ɛ ɤu ɨ ɭ ɲ ɳ ɺ ɽ ɾ ʂ ʃ ʈ ʈʰ ʊ ʐ ʔ ʔʲ ʔ̚ʷ ˀd ˀp ˦ ˧ ˩
atay1247,a aː ä b i iː j k l l̪ m n n̪ p q r s s̪ t ts t̠ʃ t̪ t̪s̪ u uː w x y ħ ŋ ɔ ɔː ə̆ ɛ ɛː ɡ ɣ ɾ ɾ̪ ʃ ʒ ʔ β
plat1254,a ḁ b d dz d̪ d̪z̪ e̞ e̞̥ f h hʲ i i̥ j k kʲ l l̪ m mb mp n nd ndz nt nts n̪ o p r r̪ s s̪ t ts t̪ t̪s̪ v w z z̪ ŋk ŋkʲ ŋɡ ŋɡʲ ɔ ɖr̠ ɖr̠͓ ɡ ɡʲ ɦ ɳɖr̠ ɳʈr̠̥ ɾ ʈr̠̥ ʈɹ̠̥ ʈʂ͇ ʊ ʊ̥
stan1306,a ã b b̚ c d d̚ d̠ʒ e ẽ f h i j k l l̥ m n o õ p p̚ q r s t t̚ t̠ʃ u v w x z ø̞ ŋ ɐ ɒ ɔ ə ɛ ɟ ɡ ɪ ɲ ɾ ʁ ʃ ʊ ʌ ʌː ʔ χ ∅
bata1289,a aː b d d̠ʒ d̪ e eː h i iː j k kʰ k̚ l l̥ l̪ m n n̪ o oː o̞ p pʰ p̚ r r̥ s s̪ t tʰ t̚ t̠ʃ t̪ u uː w æ æː ŋ ɔ ɔː ə ɛ ɛː ɡ ɲ ɾ ɾ̥ ʀ ʊ ʌ ʔ ʔ̚ ʔⁿ
saba1265,a aː b b͈ d d̠ʒ d̠͈ʒ d͈ e h i iː j k k̚ k͈ l l̥ l̩ m m̥ m̩ n n̥ n̩ p p̚ p͈ r r̩ s sː t t̚ t̠ʃ t͈ u uː w æ ŋ ŋ̥ ŋ̩ ɑ ɔ ɔə ɔː ə ɛ ɛə ɛː ɡ ɨ ɪ ɲ ɲ̥ ɲ̩ ɸ ɾ ʂ͇ ʊ ʌ ʔ β
sund1252,a ã b d d̠ʒ e h i ĩ j k kˀ l m n o õ p p̚ s t̠ʃ t̪ t̪̚ u ũ w x ŋ ɔ ə ə̃ ɛ ɛ̃ ɡ ɤ ɦ̃ ɨ ɨ̃ ɪ ɲ ɾ ʔ
java1254,a b b̤̥ d d̠ʒ d̤̥ d̪̤̥ e f h i j k kɦ l l̤ l̪ m n n̪ o p pɦ r s s̪ t ts tsɦ tz̤̥ tɦ t̠ʃ t̪ t̪ɦ u v w x y z ŋ ɔ ɖ ə ɛ ɡ ɡ̤̥ ɪ ɲ ɳ ʃ ʈ ʊ ʔ
taga1270,a aː ä b b̚ bⁿ c d d̚ d̠ʒ d̪ dⁿ e eː ẽ e̞ f h i iː j k kx k̚ kⁿ l l̪ m n n̪ o oː õ o̞ p p̚ pⁿ r s sʲ t ts t̚ t̠ʃ t̪ tⁿ u uː v w x ŋ ɔ ə ə̃ ɛ ɟ ɡ ɡ̚ ɡⁿ ɪ ɪ̃ ɲ ɾ ʃ ʊ ʊ̃ ʔ β
cham1312,b bː d dz dː e e̞ f h i j k kː l lː m mː n nː o o̞ p pʰ pː s sː s̪ t ts tː u w æ ŋ ɑ ɒ ɔ ə ɛ ɡ ɡː ɪ ɲ ɻ ɾ ʃ ʊ ʔ
iaai1238,a aː b bʷ d d̠ʒ d̪ e eː f h i iː j k l l̥ m mʷ m̥ m̥ʷ n n̥ n̪ o oː p s s̪ t t̠ʃ t̪ u uː w x y æ æː ð ø ŋ ŋm ŋ̥ ŋ̥m̥ œ ɔ ɔː ɔ̃ ɖ ɛ ɛː ɡ ɡb ɭ ɭ̥ ɯ ɲ ɲ̥ ɳ ɳ̥ ɸ ɹ ʃ ʈ ʍ β θ
kali1299,a aː e̞ e̞ː h i iː k kʰ l m mb n nd o̞ o̞ː p pʰ r s t tʰ u uː ŋ ŋɡ ɔ ɛ ɡ ɡɣ ɪ ɾ ʃ ʊ ʍ ʔ β
adze1240,a aː b d dz d̪ d̪z̪ f h i iː j kʰ m n n̪ o oː o̞ o̞ː pʰ r r̪ s s̪ tsʰ tʰ t̪s̪ʰ t̪ʰ ŋ ɡ ɯ ɰ ʔ
maor1246,e f h i iː j k k̟ʰ m n oː o̞ p pʰ t tʰ tʲ u uː w ŋ ŋʲ ŋ̟ ɑ ɑː ɒ ɛ ɛː ɛ̠ ɦ ɸ ɾ ʌ
hawa1245,a aː ḁ eː h i iː i̥ k l l̪ m n n̪ o oː o̞ o̥ p s t t̠ʃ u uː u̥ v w æ ə ə̥ ɛ ɛ̥ ʔ
anta1253,a aː a̟ b d d̪ d̻ e̞ i iː i˞ j k l l̠ l̪ l̻ m n n̠ n̪ n̻ o p r t t̠ t̪ t̻ u uː w ŋ ȴ ȵ ȶ ɐ ɐ˞ ɒ ɖ ɡ ɪ ɭ ɳ ɻ ɾ ʈ ʊ ʊ˞ ʊ̥
nyan1301,a ai aː a˞ ḁ b d d̻ e eː h i iː i˞ j j̥ k l l̥ l̻ l̻̥ m m̥ n n̥ n̻ n̻̥ p pɸ p̚ r r̥ s̻ t t̻ t̻̚ u ui uː u˞ w x xʷ y z̻ æ ŋ ŋʷ ŋ̥ ȴ ȵ ȶ ɒ ɔ ɔ̥ ɖ ə ɜ ɡ ɣ ɪ ɪ̥ ɭ ɭ̥ ɳ ɳ̥ ɸ ɻ ɻ̥ ɾ ɾ̥ ʈ ʈ̚ ʊ ʊ̥ ʍ ʔ β
kunj1245,a a˞ ã b c cʰ d d̻ f i j k kʰ l m n n̻ o̞ o̞˞ õ̞ p pʰ r r̥ t tʰ t̻ t̻ʰ v w æ ð ŋ ɔ ɖ ɛ ɛ˞ ɛ̃ ɜ ɟ ɡ ɣ ɪ ɪ˞ ɪ̃ ɲ ɸ ɻ ɻ̥ ʈʰ ʊ ʊ˞ ʊ̃ β
mara1386,a b d d̠ʒ e i j k kː l m mː n nː o p pː r t tː t̠ʃ t̠ʃː u w æ ð ŋ ɑ ɔː ə ɛ ɡ ɪ̈ ɲ ɹ ʊ θ
maun1240,a aː a˞ a̟ b d d̻ e i i˞ j k l m n n̠ n̻ o p r t t̠ t̪ t̻ u u˞ w ŋ ŋ̟ ȵ ȶ ɔ ɔ˞ ɖ ə ɛ ɛ˞ ɡ ɣ ɪ ɭ ɳ ɹ ɻ ɽ ʈ ʊ ʔ
